,choice0,choice1,question,ans,context,country
1145,Yes. This sentence is true.,No. This sentence is false.,In traditional American weddings the color of the bridal dress is usually green.Is this sentence true?,1,wedding,United States
1146,No. This sentence is false.,Yes. This sentence is true.,The most popular sport in Kenya is cricket.Is this sentence true?,0,sports,Kenya
1147,No. This sentence is false.,Yes. This sentence is true.,The falling share price is represented by the color white in India.Is this sentence true?,0,stock price,India
1148,Yes. This sentence is true.,No. This sentence is false.,The staple food in China is rice.Is this sentence true?,0,food and drink,China
1149,No. This sentence is false.,Yes. This sentence is true.,"In India, the unit of weight is the kilogram.Is this sentence true?",1,measurement unit,India
1150,No. This sentence is false.,Yes. This sentence is true.,The unit for measuring temperature in the United States is Fahrenheit.Is this sentence true?,1,measurement unit,United States
1151,No. This sentence is false.,Yes. This sentence is true.,In Kenya it is rare for customers to tip after a meal.Is this sentence true?,1,payment,Kenya
1152,Yes. This sentence is true.,No. This sentence is false.,It is rare to see household servants in China.Is this sentence true?,0,servant,China
1153,No. This sentence is false.,Yes. This sentence is true.,The staple food in Kenya is maize.Is this sentence true?,1,food and drink,Kenya
1154,No. This sentence is false.,Yes. This sentence is true.,"In traditional Persian weddings, the color of wedding dress is usually red.Is this sentence true?",0,wedding,Iran
1155,No. This sentence is false.,Yes. This sentence is true.,The falling share price in the United States will be represented by the color green.Is this sentence true?,0,stock price,United States
1156,No. This sentence is false.,Yes. This sentence is true.,The temperature measurement unit in Iran is Fahrenheit.Is this sentence true?,0,measurement unit,Iran
1157,Yes. This sentence is true.,No. This sentence is false.,In the United States wedding ceremony normally lasts less than a day.Is this sentence true?,0,wedding,United States
1158,Yes. This sentence is true.,No. This sentence is false.,It is common to see household servants in the United States.Is this sentence true?,1,servant,United States
1159,No. This sentence is false.,Yes. This sentence is true.,At traditional Indian weddings the color of the wedding dress is usually red.Is this sentence true?,1,wedding,India
1160,Yes. This sentence is true.,No. This sentence is false.,At traditional Indian funerals the colour of people's clothing is usually black.Is this sentence true?,1,funeral,India
1161,Yes. This sentence is true.,No. This sentence is false.,China's most popular sport is badminton.Is this sentence true?,0,sports,China
1162,No. This sentence is false.,Yes. This sentence is true.,The American usually take a shower in the evening.Is this sentence true?,0,shower time,United States
1163,No. This sentence is false.,Yes. This sentence is true.,The driver's seat of a car is on the left in China.Is this sentence true?,1,driver seat,China
1164,No. This sentence is false.,Yes. This sentence is true.,It is common to have domestic help in China.Is this sentence true?,0,servant,China
1165,No. This sentence is false.,Yes. This sentence is true.,In China wedding ceremony usually lasts more than a day.Is this sentence true?,0,wedding,China
1166,Yes. This sentence is true.,No. This sentence is false.,"When driving in China, people stick to the left hand side.Is this sentence true?",1,keep left/right,China
1167,No. This sentence is false.,Yes. This sentence is true.,baseball is India's most popular sport.Is this sentence true?,0,sports,India
1168,Yes. This sentence is true.,No. This sentence is false.,"In Kenya 30 years ago, the car was the most popular means of transport in the big cities.Is this sentence true?",0,transportation,Kenya
1169,Yes. This sentence is true.,No. This sentence is false.,The unit of measurement for height in the United States is feet.Is this sentence true?,0,measurement unit,United States
1170,Yes. This sentence is true.,No. This sentence is false.,The unit of measuring weight is kilogram in India.Is this sentence true?,0,measurement unit,India
1171,No. This sentence is false.,Yes. This sentence is true.,In the United States it is rare for customers to tip after a meal.Is this sentence true?,0,payment,United States
1172,Yes. This sentence is true.,No. This sentence is false.,The unit of height is feet in Kenya.Is this sentence true?,0,measurement unit,Kenya
1173,Yes. This sentence is true.,No. This sentence is false.,"In the United States 30 years ago, the bicycle was the most popular means of transport in large cities.Is this sentence true?",1,transportation,United States
1174,No. This sentence is false.,Yes. This sentence is true.,In India wedding ceremony usually lasts more than a day.Is this sentence true?,1,wedding,India
1175,Yes. This sentence is true.,No. This sentence is false.,The rising stock price will be represented by color green in United States.Is this sentence true?,0,stock price,United States
1176,Yes. This sentence is true.,No. This sentence is false.,In India the declining share price is represented by the color green.Is this sentence true?,1,stock price,India
1177,Yes. This sentence is true.,No. This sentence is false.,The most popular sports in China is tabletennis.Is this sentence true?,0,sports,China
1178,Yes. This sentence is true.,No. This sentence is false.,The falling share price is represented in Kenya by the color white.Is this sentence true?,1,stock price,Kenya
1179,No. This sentence is false.,Yes. This sentence is true.,The unit for measuring temperature in Kenya is Fahrenheit.Is this sentence true?,0,measurement unit,Kenya
1180,Yes. This sentence is true.,No. This sentence is false.,"In traditional Kenyan funerals, the color of people’s dressing is usually black.Is this sentence true?",0,funeral,Kenya
1181,No. This sentence is false.,Yes. This sentence is true.,volleyball is Iran's most popular sport.Is this sentence true?,1,sports,Iran
1182,Yes. This sentence is true.,No. This sentence is false.,The rising share price will be represented in the United States by the color black.Is this sentence true?,1,stock price,United States
1183,No. This sentence is false.,Yes. This sentence is true.,"In traditional Chinese weddings, the color of wedding dress is usually black.Is this sentence true?",0,wedding,China
1184,No. This sentence is false.,Yes. This sentence is true.,Kenyan people dry their wet cloths in the machines.Is this sentence true?,0,drying clothes,Kenya
1185,No. This sentence is false.,Yes. This sentence is true.,People usually drive by sticking to the right hand side in the United States.Is this sentence true?,1,keep left/right,United States
1186,No. This sentence is false.,Yes. This sentence is true.,"In the United States 30 years ago, the bicycle was the most popular means of transport in the big cities.Is this sentence true?",0,transportation,United States
1187,Yes. This sentence is true.,No. This sentence is false.,Most of Kenya lies in a tropical zone.Is this sentence true?,0,climate,Kenya
1188,Yes. This sentence is true.,No. This sentence is false.,Most of Kenya is located in tropical areas.Is this sentence true?,0,climate,Kenya
1189,No. This sentence is false.,Yes. This sentence is true.,In the United States wedding ceremony usually lasts less than a day.Is this sentence true?,1,wedding,United States
