,mask,sentence,original prompt,country,context,candidate Ans,correct Ans,Ans,GPT-3 Pred,GPT-3 Pred (T/F/I),paraphrase,label
1856,"In Iran, the rising share price will be represented by the color <mask>.","In Iran, the rising share price will be represented by the color blue.",The rising stock price will be represented by color <mask> in Iran.,Iran,stock price,"red, yellow, blue, orange, green, violet, black, white",green,blue,Not Reported,Not Reported,True,F
1857,"In the United States 30 years ago, the <mask> was the most popular means of transportation in the big cities.","In the United States 30 years ago, the car was the most popular means of transportation in the big cities.","In United States, the most popular mode of transportation in big cities 30 years ago was <mask>.",United States,transportation,"car, bus, train, metro, bicycle, plane, ship, boat",car,car,Not Reported,Not Reported,True,T
1858,It is <mask> in Iran for people to clean the floor with brooms.,It is rare in Iran for people to clean the floor with brooms.,"In Iran, it is <mask> that people use broom to clean the floor.",Iran,broom usage,"rare, common",rare,rare,Not Reported,Not Reported,True,T
1859,The rising share price is represented in India by the color <mask>.,The rising share price is represented in India by the color green.,The rising stock price will be represented by color <mask> in India.,India,stock price,"red, yellow, blue, orange, green, violet, black, white",green,green,Not Reported,Not Reported,True,T
1860,The most popular sports in China is <mask>.,The most popular sports in China is cricket.,The most popular sports in China is <mask>.,China,sports,"football, basketball, baseball, table tennis, badminton, soccer, volleyball, cricket, athletics","table tennis, badminton",cricket,"The most popular sports in China are basketball, table tennis, and badminton.",T,False,F
1861,At traditional American weddings the color of the wedding dress is usually <mask>.,At traditional American weddings the color of the wedding dress is usually black.,"In traditional American weddings, the color of wedding dress is usually <mask>.",United States,wedding,"red, yellow, blue, orange, green, violet, black, white",white,black,Not Reported,Not Reported,True,F
1862,The main food in the United States is <mask>.,The main food in the United States is meat.,The staple food in United States is <mask>.,United States,food and drink,"bread, rice, noodles, potato, meat, vegetable, fruit, maize",bread,meat,Not Reported,Not Reported,True,F
1863,"In the United States, it is <mask> for customers to pay tips after eating.","In the United States, it is common for customers to pay tips after eating.","In United States, it is <mask> that customers will pay tips after the meal.",United States,payment,"rare, common",common,common,Not Reported,Not Reported,True,T
1864,Iranian people usually shower in the <mask>.,Iranian people usually shower in the noon.,Iranian people usually take shower in the <mask>.,Iran,shower time,"morning, noon, afternoon, evening",morning,noon,Not Reported,Not Reported,True,F
1865,Most of Iran lies in a <mask> zone.,Most of Iran lies in a polar zone.,Most part of Iran is in <mask> zone.,Iran,climate,"tropical, temperate, dry, continental, polar",temperate,polar,Not Reported,Not Reported,True,F
1866,"In India 30 years ago, the <mask> was the most popular means of transport in the big cities.","In India 30 years ago, the bicycle was the most popular means of transport in the big cities.","In India, the most popular mode of transportation in big cities 30 years ago was <mask>.",India,transportation,"car, bus, train, metro, bicycle, plane, ship, boat","bus, train",bicycle,Not Reported,Not Reported,True,F
1867,The unit of height is <mask> in China.,The unit of height is kilometer in China.,The unit of measuring height is <mask> in China.,China,measurement unit,"feet, inch, yard, mile, millimeter, centimeter, meter, kilometer","meter, centimeter",kilometer,Not Reported,Not Reported,True,F
1868,"In Kenya, the rising share price will be represented by the color <mask>.","In Kenya, the rising share price will be represented by the color green.",The rising stock price will be represented by color <mask> in Kenya.,Kenya,stock price,"red, yellow, blue, orange, green, violet, black, white",green,green,Not Reported,Not Reported,True,T
1869,In Iran it is <mask> for customers to tip after eating.,In Iran it is rare for customers to tip after eating.,"In Iran, it is <mask> that customers will pay tips after the meal.",Iran,payment,"rare, common",rare,rare,Not Reported,Not Reported,True,T
1870,"In India, the rising share price will be represented by the color <mask>.","In India, the rising share price will be represented by the color yellow.",The rising stock price will be represented by color <mask> in India.,India,stock price,"red, yellow, blue, orange, green, violet, black, white",green,yellow,Not Reported,Not Reported,True,F
1871,People usually keep <mask> when driving in United States.,People usually keep left when driving in United States.,People usually keep <mask> when driving in United States.,United States,keep left/right,"right, left, middle, anywhere",right,left,The right side,T,False,F
1872,In Kenya wedding ceremony generally lasts <mask> than a day.,In Kenya wedding ceremony generally lasts less than a day.,"In Kenya, weddings usually last for <mask> than one day.",Kenya,wedding,"less, more",less,less,Not Reported,Not Reported,True,T
1873,The unit of height is <mask> in Iran.,The unit of height is inch in Iran.,The unit of measuring height is <mask> in Iran.,Iran,measurement unit,"feet, inch, yard, mile, millimeter, centimeter, meter, kilometer","meter, centimeter",inch,Not Reported,Not Reported,True,F
1874,"In the United States, it is <mask> to use brooms to clean the floor.","In the United States, it is common to use brooms to clean the floor.","In United States, it is <mask> that people use broom to clean the floor.",United States,broom usage,"rare, common",common,common,Not Reported,Not Reported,True,T
1875,Year appears <mask> month in Iranian date format.,Year appears after month in Iranian date format.,"In Iran, year appears <mask> month in the date format.",Iran,date format,"before, after, below, above",after,after,Not Reported,Not Reported,True,T
1876,<mask> is Iran's staple food.,meat is Iran's staple food.,The staple food in Iran is <mask>.,Iran,food and drink,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","rice, bread",meat,Not Reported,Not Reported,True,F
1877,The American usually eat food with <mask>.,The American usually eat food with chopsticks.,American people usually eat food with <mask>.,United States,food and drink,"knife, fork, spoon, hand, chopsticks","knife, fork",chopsticks,Not Reported,Not Reported,True,F
1878,In Kenya it is <mask> for customers to tip after eating.,In Kenya it is common for customers to tip after eating.,"In Kenya, it is <mask> that customers will pay tips after the meal.",Kenya,payment,"rare, common",rare,common,Not Reported,Not Reported,True,F
1879,The increasing share price is represented by the color <mask> in the United States.,The increasing share price is represented by the color red in the United States.,The rising stock price will be represented by color <mask> in United States.,United States,stock price,"red, yellow, blue, orange, green, violet, black, white",green,red,Not Reported,Not Reported,True,F
1880,People usually keep <mask> when driving in United States.,People usually keep anywhere when driving in United States.,People usually keep <mask> when driving in United States.,United States,keep left/right,"right, left, middle, anywhere",right,anywhere,The right side,T,False,F
1881,"Normally when driving in Kenya, people stick to the <mask> hand side.","Normally when driving in Kenya, people stick to the right hand side.",People usually keep <mask> when driving in Kenya.,Kenya,keep left/right,"right, left, middle, anywhere",left,right,Not Reported,Not Reported,True,F
1882,The main food in Iran is <mask>.,The main food in Iran is fruit.,The staple food in Iran is <mask>.,Iran,food and drink,"bread, rice, noodles, potato, meat, vegetable, fruit, maize","rice, bread",fruit,Not Reported,Not Reported,True,F
